datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_7d;internacoes_7d_l;internacoes_7v7
24/10/2020;DRS 05 Barretos;43,43;91,43;47,5;425090;21,51;90;110;-18,18
24/10/2020;DRS 06 Bauru;121,86;227,71;53,52;1741281;13,08;235;254;-7,48
24/10/2020;DRS 07 Campinas;196,86;564;34,9;4562125;12,36;389;388;0,26
24/10/2020;DRS 08 Franca;43,14;109,71;39,32;696336;15,76;88;112;-21,43
24/10/2020;DRS 09 Marília;64,14;161,14;39,8;1109670;14,52;147;142;3,52
24/10/2020;DRS 10 Piracicaba;58;227,71;25,47;1539600;14,79;105;121;-13,22
24/10/2020;DRS 11 Presidente Prudente;31,29;75,57;41,41;752260;10,05;95;118;-19,49
24/10/2020;DRS 12 Registro;8,57;39;21,97;278754;13,99;35;22;59,09
24/10/2020;DRS 13 Ribeirão Preto;119,43;290,57;41,1;1477530;19,67;259;316;-18,04
24/10/2020;DRS 14 São João da Boa Vista;42,57;127,43;33,41;809836;15,74;98;113;-13,27
24/10/2020;DRS 15 São José do Rio Preto;215,57;416,43;51,77;1570421;26,52;429;484;-11,36
24/10/2020;DRS 16 Sorocaba;102;230,29;44,29;2461760;9,35;212;208;1,92
24/10/2020;DRS 17 Taubaté;124,14;387,43;32,04;2489629;15,56;263;310;-15,16
24/10/2020;Estado de São Paulo;3120,29;7911,57;39,44;44639899;17,72;6580;6705;-1,86
25/10/2020;DRS 01 Grande São Paulo;1720,14;4316,29;39,85;21138247;20,42;3627;3494;3,81
25/10/2020;DRS 02 Araçatuba;53,86;117;46,03;764041;15,31;119;119;0
25/10/2020;DRS 03 Araraquara;34,43;121,86;28,25;991435;12,29;181;175;3,43
25/10/2020;DRS 04 Baixada Santista;132,43;391,14;33,86;1831884;21,35;237;202;17,33
25/10/2020;DRS 05 Barretos;41,71;91;45,84;425090;21,41;91;103;-11,65
25/10/2020;DRS 06 Bauru;122,14;228;53,57;1741281;13,09;246;244;0,82
25/10/2020;DRS 07 Campinas;192,43;558,57;34,45;4562125;12,24;386;386;0
25/10/2020;DRS 08 Franca;43,71;109;40,1;696336;15,65;91;104;-12,5
25/10/2020;DRS 09 Marília;64;160,86;39,79;1109670;14,5;153;137;11,68
25/10/2020;DRS 10 Piracicaba;56,29;226,57;24,84;1539600;14,72;114;123;-7,32
25/10/2020;DRS 11 Presidente Prudente;30,14;75,57;39,88;752260;10,05;101;108;-6,48
25/10/2020;DRS 12 Registro;9,57;39;24,54;278754;13,99;38;17;123,53
25/10/2020;DRS 13 Ribeirão Preto;115,71;287,57;40,24;1477530;19,46;253;313;-19,17
25/10/2020;DRS 14 São João da Boa Vista;42,43;126,57;33,52;809836;15,63;101;112;-9,82
25/10/2020;DRS 15 São José do Rio Preto;213,71;412,43;51,82;1570421;26,26;418;468;-10,68
25/10/2020;DRS 16 Sorocaba;101,14;229,86;44;2461760;9,34;212;204;3,92
25/10/2020;DRS 17 Taubaté;123,57;387,71;31,87;2489629;15,57;266;295;-9,83
25/10/2020;Estado de São Paulo;3097,43;7879;39,31;44639899;17,65;6634;6604;0,45
26/10/2020;DRS 01 Grande São Paulo;1708,43;4292,71;39,8;21138247;20,31;3627;3498;3,69
26/10/2020;DRS 02 Araçatuba;52,43;117,43;44,65;764041;15,37;117;119;-1,68
26/10/2020;DRS 03 Araraquara;33,71;121,86;27,66;991435;12,29;169;187;-9,63
26/10/2020;DRS 04 Baixada Santista;134,71;389,43;34,59;1831884;21,26;247;205;20,49
26/10/2020;DRS 05 Barretos;40,29;90,57;44,48;425090;21,31;86;103;-16,5
26/10/2020;DRS 06 Bauru;122,43;228,43;53,6;1741281;13,12;242;247;-2,02
26/10/2020;DRS 07 Campinas;189,29;554,29;34,15;4562125;12,15;375;358;4,75
26/10/2020;DRS 08 Franca;43,86;108,14;40,56;696336;15,53;83;110;-24,55
26/10/2020;DRS 09 Marília;63;160,86;39,16;1109670;14,5;158;141;12,06
26/10/2020;DRS 10 Piracicaba;54,71;223,86;24,44;1539600;14,54;109;126;-13,49
26/10/2020;DRS 11 Presidente Prudente;29,29;75,43;38,83;752260;10,03;102;95;7,37
26/10/2020;DRS 12 Registro;11,14;39;28,56;278754;13,99;38;21;80,95
26/10/2020;DRS 13 Ribeirão Preto;112,57;284,29;39,6;1477530;19,24;241;314;-23,25
26/10/2020;DRS 14 São João da Boa Vista;41,14;125,71;32,73;809836;15,52;104;113;-7,96
26/10/2020;DRS 15 São José do Rio Preto;212,71;408,14;52,12;1570421;25,99;417;456;-8,55
26/10/2020;DRS 16 Sorocaba;99,86;230,14;43,39;2461760;9,35;218;210;3,81
26/10/2020;DRS 17 Taubaté;122,14;386,57;31,6;2489629;15,53;274;283;-3,18
26/10/2020;Estado de São Paulo;3071,71;7836,86;39,2;44639899;17,56;6607;6586;0,32
27/10/2020;DRS 01 Grande São Paulo;1712,57;4280,86;40,01;21138247;20,25;3648;3498;4,29
27/10/2020;DRS 02 Araçatuba;50,86;117,71;43,21;764041;15,41;103;125;-17,6
27/10/2020;DRS 03 Araraquara;34,14;121,43;28,11;991435;12,25;184;175;5,14
27/10/2020;DRS 04 Baixada Santista;135,71;388,14;34,96;1831884;21,19;253;194;30,41
27/10/2020;DRS 05 Barretos;38,71;90,14;42,94;425090;21,2;81;97;-16,49
27/10/2020;DRS 06 Bauru;122;228,43;53,41;1741281;13,12;239;244;-2,05
27/10/2020;DRS 07 Campinas;186,43;550;33,9;4562125;12,06;379;363;4,41
27/10/2020;DRS 08 Franca;43,29;107,29;40,35;696336;15,41;88;96;-8,33
27/10/2020;DRS 09 Marília;63,86;161;39,66;1109670;14,51;164;137;19,71
27/10/2020;DRS 10 Piracicaba;53,86;222,71;24,18;1539600;14,47;109;126;-13,49
27/10/2020;DRS 11 Presidente Prudente;28,71;75,14;38,21;752260;9,99;100;103;-2,91
27/10/2020;DRS 12 Registro;12,29;39;31,51;278754;13,99;36;24;50
27/10/2020;DRS 13 Ribeirão Preto;112;281,43;39,8;1477530;19,05;236;312;-24,36
27/10/2020;DRS 14 São João da Boa Vista;39,86;124,71;31,96;809836;15,4;110;108;1,85
27/10/2020;DRS 15 São José do Rio Preto;210,57;406,29;51,83;1570421;25,87;405;464;-12,72
27/10/2020;DRS 16 Sorocaba;99,14;229,57;43,19;2461760;9,33;214;223;-4,04
27/10/2020;DRS 17 Taubaté;122,29;386;31,68;2489629;15,5;268;281;-4,63
27/10/2020;Estado de São Paulo;3066,29;7809,86;39,26;44639899;17,5;6617;6570;0,72
28/10/2020;DRS 01 Grande São Paulo;1717;4272,14;40,19;21138247;20,21;3724;3617;2,96
28/10/2020;DRS 02 Araçatuba;49,43;117,29;42,14;764041;15,35;103;120;-14,17
28/10/2020;DRS 03 Araraquara;33,86;121;27,98;991435;12,2;173;186;-6,99
28/10/2020;DRS 04 Baixada Santista;134,71;383,14;35,16;1831884;20,92;260;210;23,81
28/10/2020;DRS 05 Barretos;39,29;88,57;44,36;425090;20,84;83;101;-17,82
28/10/2020;DRS 06 Bauru;120,71;227,86;52,98;1741281;13,09;244;257;-5,06
28/10/2020;DRS 07 Campinas;182,86;546,29;33,47;4562125;11,97;384;354;8,47
28/10/2020;DRS 08 Franca;43,86;105,86;41,43;696336;15,2;87;92;-5,43
28/10/2020;DRS 09 Marília;65,57;161,14;40,69;1109670;14,52;160;143;11,89
28/10/2020;DRS 10 Piracicaba;52,29;218,57;23,92;1539600;14,2;100;126;-20,63
28/10/2020;DRS 11 Presidente Prudente;29;75,14;38,59;752260;9,99;111;105;5,71
28/10/2020;DRS 12 Registro;13,14;39;33,69;278754;13,99;37;26;42,31
28/10/2020;DRS 13 Ribeirão Preto;109,14;279,29;39,08;1477530;18,9;223;301;-25,91
28/10/2020;DRS 14 São João da Boa Vista;38,86;123,71;31,41;809836;15,28;106;113;-6,19
28/10/2020;DRS 15 São José do Rio Preto;207;405,43;51,06;1570421;25,82;388;477;-18,66
28/10/2020;DRS 16 Sorocaba;99,71;229,71;43,41;2461760;9,33;216;211;2,37
28/10/2020;DRS 17 Taubaté;121;384,71;31,45;2489629;15,45;272;278;-2,16
28/10/2020;Estado de São Paulo;3057,43;7778,86;39,3;44639899;17,43;6671;6717;-0,68
29/10/2020;DRS 01 Grande São Paulo;1723,86;4262,57;40,44;21138247;20,17;3747;3635;3,08
29/10/2020;DRS 02 Araçatuba;48,86;117,57;41,56;764041;15,39;103;109;-5,5
29/10/2020;DRS 03 Araraquara;34;120,71;28,17;991435;12,18;190;177;7,34
29/10/2020;DRS 04 Baixada Santista;136,86;382,43;35,79;1831884;20,88;253;225;12,44
29/10/2020;DRS 05 Barretos;38,29;88,14;43,44;425090;20,73;81;100;-19
29/10/2020;DRS 06 Bauru;119,29;227,57;52,42;1741281;13,07;253;247;2,43
29/10/2020;DRS 07 Campinas;178,71;543,43;32,89;4562125;11,91;375;367;2,18
29/10/2020;DRS 08 Franca;43;104,57;41,12;696336;15,02;87;94;-7,45
29/10/2020;DRS 09 Marília;66,29;161,29;41,1;1109670;14,53;159;148;7,43
29/10/2020;DRS 10 Piracicaba;50,43;215,86;23,36;1539600;14,02;96;126;-23,81
29/10/2020;DRS 11 Presidente Prudente;29,43;75;39,24;752260;9,97;106;99;7,07
29/10/2020;DRS 12 Registro;13,43;39;34,44;278754;13,99;37;29;27,59
29/10/2020;DRS 13 Ribeirão Preto;107;277,71;38,53;1477530;18,8;214;278;-23,02
29/10/2020;DRS 14 São João da Boa Vista;37,86;122,57;30,89;809836;15,14;112;102;9,8
29/10/2020;DRS 15 São José do Rio Preto;203,86;404,71;50,37;1570421;25,77;386;449;-14,03
29/10/2020;DRS 16 Sorocaba;100,57;229;43,92;2461760;9,3;207;212;-2,36
29/10/2020;DRS 17 Taubaté;121,86;384,43;31,7;2489629;15,44;266;268;-0,75
29/10/2020;Estado de São Paulo;3053,57;7756,57;39,37;44639899;17,38;6672;6665;0,11
30/10/2020;DRS 01 Grande São Paulo;1722,57;4225,57;40,77;21138247;19,99;3807;3586;6,16
30/10/2020;DRS 02 Araçatuba;48;117,43;40,88;764041;15,37;101;109;-7,34
30/10/2020;DRS 03 Araraquara;34,57;119,71;28,88;991435;12,07;182;183;-0,55
30/10/2020;DRS 04 Baixada Santista;137,86;381,71;36,12;1831884;20,84;268;231;16,02
30/10/2020;DRS 05 Barretos;37,43;87,71;42,67;425090;20,63;85;91;-6,59
30/10/2020;DRS 06 Bauru;118,43;227,57;52,04;1741281;13,07;252;242;4,13
30/10/2020;DRS 07 Campinas;175,14;538,71;32,51;4562125;11,81;368;376;-2,13
30/10/2020;DRS 08 Franca;42,57;103,29;41,21;696336;14,83;86;88;-2,27
30/10/2020;DRS 09 Marília;67;161,43;41,5;1109670;14,55;150;147;2,04
30/10/2020;DRS 10 Piracicaba;48,57;212;22,91;1539600;13,77;97;115;-15,65
30/10/2020;DRS 11 Presidente Prudente;29,86;74,29;40,19;752260;9,88;111;88;26,14
30/10/2020;DRS 12 Registro;13,29;39;34,08;278754;13,99;34;30;13,33
30/10/2020;DRS 13 Ribeirão Preto;103,86;276,86;37,51;1477530;18,74;202;272;-25,74
